Law  Category,      Legal Domain,              Act No,              Year,                                                     Act Name,                                                                                                                                       Description
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"Every woman has civil and criminal remedies for the protection of her separate property against anyone, including her husband."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"In criminal proceedings, it is sufficient to allege that the property belongs to the wife."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A husband or wife is competent to give evidence against each other in criminal proceedings, except when one is the accused."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"No criminal proceedings shall be taken by a wife against her husband while living together, except for property wrongfully taken when leaving or deserting the wife."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A woman is liable for debts and contracts entered into before her marriage, and her separate property is primarily liable for such obligations"
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A husband is liable for debts contracted by his wife before marriage, but only to the extent of property acquired from her after marriage."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A husband and wife may be jointly sued for debts or liabilities incurred by the wife before marriage, with judgment determining the responsibility between them."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A wife who commits an act with respect to her husbands property, which would make the husband liable to criminal proceedings, will similarly be liable to her husband."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"In criminal proceedings under this section, a husband and wife are competent and, except when one is the accused, compellable to give evidence against each other."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,The District Judge has the power to award costs and make provisions for inquiries.
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,The District Judge may hear applications in private if either party requests it.
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,Any order made by the District Judge is subject to appeal to the Court of Appeal.
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A bank, corporation, or society involved in such a petition is considered a stakeholder only.'"
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A married woman can sue or be sued and dispose of property as a trustee, executrix, or administrator, independent of her husband.'"
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,The ordinance does not affect or interfere with existing or future settlements made by or for a married woman regarding her property.
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,A married woman with sufficient separate property may be ordered by a Magistrate to maintain her husband if he is unable to do so.
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"A married woman with separate property is liable for the maintenance of her children, but her husband also retains responsibility."
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,The executor or administrator of a married woman’s separate estate has the same rights and liabilities as the woman would if she were alive
Civil Law,Family Law,Act No. 18,1923,Married Womens Property Ordinance,"The Ordinance repeals certain ancient laws relating to marriage settlements, such as the Senates Consultum Velleianum and the Authentic a siqua Mulier"
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession, This Ordinance is officially called the Kandyan Succession Ordinance and governs specific aspects of inheritance and legal rights related to Kandyan marriages.
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession,Issue of Certain Marriages Declared Subject to Kandyan Law: This section establishes that children born from specific marriages—where one spouse is subject to Kandyan law—are legally considered as being governed by Kandyan law for matters of succession and inheritance.
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession,"Marriage Between a Kandyan Man and a Non-Kandyan Woman: If a man is subject to Kandyan law and domiciled in the Kandyan provinces but marries a woman who is not subject to Kandyan law, their children will still be governed by Kandyan law in matters of inheritance and succession."
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession,"Marriage in Binna Between a Kandyan Woman and a Non-Kandyan Man: If a woman is subject to Kandyan law and domiciled in the Kandyan provinces and she marries a man who is not subject to Kandyan law, the legal system will still recognize their children as being subject to Kandyan inheritance laws."
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession,"Protection of Legal Rights Based on Previous Court Rulings (Mudiyanse v. Appuhamy): This section clarifies that any legal rights, property transactions, or inheritance arrangements that were made based on previous legal decisions (such as the Supreme Court ruling in Mudiyanse v. Appuhamy case) will remain valid. It ensures that past legal actions, agreements, or financial arrangements are not overturned by the new ordinance."
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession," This section defines critical legal terms used in the ordinance. It clarifies that ""Kandyan provinces"" refers to specific districts in Sri Lanka where Kandyan law applies. ""Marriage in binna"" refers to a specific type of marriage under Kandyan law, typically where the husband resides with the wifes family. ""Domiciled"" is legally defined in a manner that treats the Kandyan provinces as a distinct legal jurisdiction."
Civil Law,Family Law,Act No. 34,1917,Kandyan Succession," This section affirms that the marriages described in Section 2 are legally recognized under the Kandyan Marriage Ordinance and related laws. This ensures that spouses and children from these unions are entitled to legal protections, particularly concerning inheritance and succession rights."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,This Act is officially named the Kandyan Marriage and Divorce Act. It governs the legal framework for marriages and divorces among individuals subject to Kandyan law.
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,The Act does not apply to marriages that took place before the officially appointed date unless explicitly stated otherwise in the Act. This ensures that past marriages remain unaffected by the new legal provisions.
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"A marriage between individuals subject to Kandyan law must be either: (a) solemnized and registered under the Kandyan Marriage and Divorce Act, or (b) registered under the Marriage Registration Ordinance. If a marriage is not registered under either law, it is considered invalid. (2) Even if a Kandyan marriage is registered under the Marriage Registration Ordinance, the rights of individuals regarding property inheritance under Kandyan law remain unaffected."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"A Kandyan marriage is considered invalid if either or both parties are below the lawful age at the time of marriage. (2) However, if only one party was underage, the marriage becomes valid if (a) they cohabit as husband and wife for a year after reaching the lawful age, or (b) they have a child before reaching the lawful age. (3) If both parties were underage at the time of marriage, the marriage becomes valid if (a) they cohabit as husband and wife for a year after both reach the lawful age, or (b) they have a child before either attains the lawful age."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"A Kandyan marriage is prohibited and deemed invalid if (a) one person is directly descended from the other (e.g., parent-child), (b) the female is the sister, niece, or stepdaughter of the male, or (c) the male is the brother, nephew, or stepson of the female. Cohabitation or marriage between individuals within these degrees of relationship is considered an offense under the Act."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"A Kandyan marriage is invalid if one party is already legally married and the spouse from the previous marriage is still alive, unless the first marriage has been lawfully dissolved or declared void. This prevents polygamous marriages under Kandyan law."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"If a Kandyan marriage occurs after a couple has already had children together, those children will be considered legitimate. The legitimized children will have the same legal rights as children born after the marriage, including inheritance rights."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"If a minor (under the lawful age) wishes to marry under the Kandyan Marriage and Divorce Act, they must obtain consent from a legally authorized person before the marriage can take place."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"The competent authority responsible for granting or refusing consent for a minor’s marriage includes: (a) the father, (b) the mother (if the father is deceased or legally incapable), (c) a legal guardian appointed by the parents or a court (if both parents are deceased or incapable), or (d) the District Registrar (if no other competent authority is available). These authorities can either approve or deny the request for marriage as they see fit.'"
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"If no legal guardian is available, the District Registrar has the authority to grant or refuse consent for a minor’s marriage. (2) A written application (petition) must be submitted by the minor or any interested party. (3) The application must be in the prescribed format, include the necessary details, and be signed by the applicant.The Registrar must notify all relevant parties and conduct an inquiry before making a decision.The Registrar’s final decision will be communicated in writing to the applicant and any other concerned individuals. (6) A formal written record of the proceedings must be maintained."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Appeals Process-If a competent authority refuses to grant consent for a minor’s marriage, an appeal can be made to the District Court. The court has the power to uphold or overturn the decision if it finds the refusal to be unreasonable. This ensures a fair review process for cases where marriage consent is denied."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Registration of Kandyan Marriages – This section outlines the legal procedures for registering a Kandyan marriage. It requires that a marriage notice be served to the appropriate registrar, and that specific residency requirements be met. It also establishes timelines for notification and provides guidance on issuing marriage certificates"
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Special Licenses and Objections – Under certain circumstances, individuals may apply for a special license to expedite marriage registration. This section also details the process for raising objections to a marriage and the procedure for investigating and resolving such objections."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Solemnization and Registration of Marriage – This section specifies how a Kandyan marriage ceremony should be conducted. It mandates that both parties, along with two witnesses, must be present before a registrar for the marriage to be legally recognized. After solemnization, the marriage must be officially recorded in the Marriage Register."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Transmission and Maintenance of Records – All marriage records must be maintained by the Registrar-General. Duplicate records must be sent to the central registry for preservation, ensuring that official marriage records are not lost or altered."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Corrections and Legal Proof of Marriage – If there are mistakes in marriage records, corrections can be made through a formal process. Additionally, a registered marriage certificate is considered the strongest legal proof of marriage and can be used in all legal proceedings."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"If administrative changes, such as redistricting, affect marriage divisions, these sections outline how to properly manage registrations under the new jurisdiction."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"A Kandyan marriage can be dissolved based on various grounds, including adultery, desertion, inability to live together, and mutual consent. The law provides specific conditions under which a spouse can apply for divorce."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"If a party is dissatisfied with a divorce ruling by a District Registrar, they may appeal to the District Court. Once a divorce is finalized, it must be officially registered as proof of dissolution."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Administrative Arrangements – These sections describe the roles and responsibilities of the Registrar-General, Assistant Registrars, and District Registrars in overseeing the registration of Kandyan marriages and divorces."
Civil Law,Family Law,Act No. 23,2013,Kandyan Marriage and Divorce,"Registrars are responsible for processing marriage and divorce registrations, maintaining records, and ensuring compliance with the law. These sections define their powers, responsibilities, and penalties for misconduct."
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),A law to prohibit the unauthorized transfer of occupancy of premises provided by government authorities and public corporations and to regulate matters related to such occupancy
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),"This law applies to all premises provided by the Commissioner of National Housing, local authorities, the Commissioner of Local Government, or public corporations for occupancy, whether rented or not. However, it does not apply to Government quarters covered under the Government Quarters (Recovery of Possession)"
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),"Occupancy of premises provided by government authorities cannot be transferred to another person without prior written permission from the appropriate authority, which includes the Commissioner, local authorities, or heads of public corporations"
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),The Minister has the power to make regulations for implementing the law. These regulations must be published in the Gazette and approved by Parliament. Regulations related to local authority or Commissioner of Local Government premises require concurrence from the Minister in charge of Local Government
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),"Violating this law or its regulations is an offence punishable by a fine of up to five hundred rupees, imprisonment for up to six weeks, or both, upon conviction by a Magistrate."
Civil Law,Land Law,Act No. 18,1974,Housing (Special Provisions),"Defines key terms: building,includes flats, ""flat"" refers to self-contained residential suites in multi-storey buildings, ""local authority"" includes Municipal, Urban, Town, and Village Councils, ""premises"" refers to buildings and associated land, and ""public corporation"" refers to government-funded entities established under written law"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"This ordinance provides a legal framework for establishing houses of detention specifically for vagrants in Sri Lanka. It grants authority to the government to create and manage these institutions, outlining the processes for identifying, detaining, and rehabilitating vagrants. The ordinance defines the responsibilities of appointed officials, details the treatment of detainees, and establishes procedures for employment assistance, medical care, and repatriation of foreign vagrants. Additionally, it includes provisions for the punishment of those who attempt to escape from detention.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"This section formally names the legislation as the Houses of Detention Ordinance. It provides a simple reference title under which the law is officially cited and recognized.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"This section defines key terms used in the ordinance, most importantly the term ""vagrant."" A vagrant is identified as: (a) any person found asking for alms, or (b) any person who is physically unable to work, unwilling to work, or does not have a visible means of earning a livelihood. The ordinance is designed to address the issue of vagrancy in Sri Lanka by categorizing such individuals and placing them under the provisions of the law.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"The ordinance grants power to the Minister to establish houses of detention at locations deemed appropriate within Sri Lanka for the purpose of housing vagrants. To manage these facilities effectively, the ordinance mandates the appointment of superintendents, medical personnel, and other necessary staff. The recruitment, transfers, and disciplinary actions concerning these officers are regulated under Article 55(4) of the Constitution. Additionally, all appointed superintendents and officers are considered public officials under the Penal Code, thereby holding them accountable under the law for their actions.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"A person convicted of an offense by a Magistrate’s Court or found to be a vagrant during legal proceedings may be ordered to be detained in a house of detention instead of, or in addition to, other punishments. The Magistrate’s order will confirm the individual’s status as a vagrant and, where possible, indicate how long the person has been a vagrant in Sri Lanka. Once detained, a vagrant must remain in the house of detention until they secure suitable employment or are formally discharged. While detained, they will be required to engage in labor deemed appropriate by the medical officer based on their health and capabilities. This provision ensures that vagrants are rehabilitated through employment rather than simply incarcerated.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"If a medical officer determines that a detained individual requires medical attention, they may be transferred to a hospital or another suitable treatment facility. However, even while receiving medical treatment, the detainee is still considered an inmate of the house of detention and remains under its legal authority. This provision ensures that detainees receive necessary healthcare while maintaining the structure of the detention system.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"The Minister has the authority to introduce regulations to govern the operations of houses of detention. These regulations may include: (a) searching detainees upon admission to prevent contraband, (b) procedures for managing and disposing of detainees’ personal belongings, (c) rules regarding their diet, clothing, and living conditions, (d) schedules for personal hygiene, meals, work, and general behavior, (e) the recording of personal information to aid in future identification, and (f) guidelines for releasing detainees. Additionally, the regulations may establish disciplinary measures for detainees who disobey the rules. Punishments could include solitary confinement for up to one week, a restricted diet, or both.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"The superintendent of each house of detention is responsible for actively seeking employment opportunities for the detained vagrants. This provision reinforces the rehabilitative goal of the ordinance by ensuring that vagrants have a pathway to reintegrate into society through legitimate work opportunities. The superintendent must use all available resources to help detainees secure jobs outside of the detention facility.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"Any vagrant detained under this ordinance may voluntarily agree in writing to leave Sri Lanka at the government’s expense. Under this agreement, the detainee must embark on a designated ship at a specified time and refrain from returning to Sri Lanka for five years unless permitted by the Minister. The agreement is legally binding and exempt from stamp duty. This provision is intended to address the issue of foreign vagrants by offering them an alternative to detention through repatriation.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"If a foreign vagrant refuses to take up employment or does not agree to leave Sri Lanka voluntarily within three months of being detained, the President has the authority to order their repatriation. Once repatriated, returning to Sri Lanka without permission is a criminal offense punishable by imprisonment for up to six months. This section aims to ensure that non-citizen vagrants do not remain in Sri Lanka indefinitely without contributing to society.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"The Minister has the discretion to release any detained person at any time. This provision ensures that authorities have the flexibility to make case-by-case decisions regarding the continued detention of vagrants, allowing for early release if deemed appropriate.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"If a person suspected of being a vagrant refuses to comply with a police officer’s request to appear before a Magistrate, they may be arrested without a warrant. Upon conviction, they may be sentenced to imprisonment for up to three months. This measure ensures that suspected vagrants cannot evade legal proceedings and must face judicial assessment of their status.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"Any officer appointed under this ordinance has the authority to arrest, without a warrant, any detainee who escapes from a house of detention. Provisions from the Code of Criminal Procedure Act, No. 15 of 1979 apply to these arrests, even though the officers making the arrests may not be peace officers. Once recaptured, the escapee is to be returned to the house of detention, ensuring continued enforcement of the detention system.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,"If a vagrant escapes from police custody, leaves a house of detention without authorization, or fails to return after temporary leave, they are committing an offense. Upon conviction, they may be sentenced to up to three months of imprisonment. This provision ensures that detainees do not take advantage of the system by escaping before completing their rehabilitation process.'),"
Civil Law,Land Law,Act No. 05,1907,Houses OF Detension,This section clarifies that nothing in the Houses of Detention Ordinance prevents authorities from prosecuting individuals under the Vagrants Ordinance. This ensures that vagrants who commit additional offenses can still face legal consequences beyond the scope of this ordinance.');
Civil Law,Land Law,Act No. 73,1988,Cultural property,"The Cultural Property Act of 1988 was introduced to safeguard Sri Lanka’s cultural heritage. It establishes the legal framework for the protection, preservation, and export control of cultural property, including artifacts, historical monuments, and other heritage items. The Act aims to ensure that significant cultural and archaeological resources remain within the country, with strict guidelines on their exportation and transfer of ownership.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This provision within the Cultural Property Act outlines the restrictions on the export of cultural property. It prohibits the exportation of cultural property without a specific licence granted by the Controller of Exports, ensuring that important national artifacts do not leave the country unlawfully. This measure helps protect Sri Lanka’s rich cultural heritage from being lost or misappropriated abroad.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This provision describes the process for applying for an export licence. Anyone wishing to export cultural property must submit a formal application to the relevant authorities, including a statement from the Archaeological Commissioner confirming there is no objection to the export. This ensures that the export of such property is carefully monitored and controlled.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"If an application for a cultural property export licence is refused, this provision allows the applicant to appeal the decision. The appeal must be submitted to the Secretary of the Ministry of Cultural Affairs, providing a chance for reconsideration in cases where the initial refusal might not be justified. This system of checks and balances ensures fairness in the decision-making process.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"The Act imposes severe penalties for individuals or organizations found guilty of exporting cultural property without the proper licence. Offenders may face fines of up to 5,000 rupees or imprisonment for up to three years. These penalties serve as a deterrent to those attempting to unlawfully export or trade cultural items, underscoring the importance of adhering to legal guidelines in preserving national heritage.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This provision grants the Controller of Exports the ability to delegate powers to specific officers within the Department of Archaeology. These officers are authorized to enforce the provisions of the Cultural Property Act, conduct inspections, and take appropriate actions to protect cultural property. By delegating responsibilities, the Act ensures that it can be effectively implemented at a practical level across the country.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"A Cultural Property Board is established under this Act to advise the Archaeological Commissioner and provide guidance on matters related to the protection and management of cultural property. The Board is also tasked with overseeing the activities related to the cultural property law, offering expert opinions, and ensuring the implementation of best practices in heritage conservation.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This section requires certain categories of cultural property to be formally registered with the authorities. Owners of significant cultural items must notify the appropriate officials about their property, including any changes in ownership or custodianship. The registration process ensures that there is a record of important cultural items, making it easier to track and protect them.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This provision focuses on the regulation of ownership and transfer of cultural property. It requires individuals or organizations that own cultural property to officially register their holdings with the authorities. When cultural property changes ownership or is transferred to another party, the transfer must be reported to ensure that the item remains under legal oversight. This is crucial for preventing the illicit trade of cultural artifacts.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This section stipulates that any person or entity wishing to engage in the sale, trade, or dealing of cultural property must first obtain a licence from the authorities. Without this licence, individuals or organizations cannot legally participate in the trade of cultural items. The licensing system helps regulate and monitor the legal exchange of cultural property, ensuring that it is done in a controlled and transparent manner.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"This provision establishes penalties for anyone found dealing in cultural property without the appropriate licence. Offenders can face fines or imprisonment for violating the regulations set out in the Cultural Property Act. The penalties serve as an effective deterrent to unlawful trade, ensuring that those involved in the cultural property market operate within the boundaries of the law.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"The Archaeological Commissioner is granted broad powers under this section to inspect, preserve, and protect cultural property. This includes the authority to examine cultural items, conduct surveys, and intervene if there is a threat to the property. The Commissioner is also responsible for enforcing the Act’s provisions and ensuring that cultural heritage is safeguarded for future generations.'),"
Civil Law,Land Law,Act No. 73,1988,Cultural property,"The Act gives the Archaeological Commissioner and authorized officers the power to inspect cultural property. This provision ensures that cultural items are properly maintained, protected, and preserved. Inspections can be carried out at any time, with the purpose of verifying the condition and legitimacy of cultural property. Additionally, this section allows the creation of reproductions for conservation and educational purposes.');"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"The Act addresses matters related to landlords and tenant cultivators of paddy lands, including regulations on land sales, utilization of agricultural land, the establishment of Agrarian Development Councils, and the creation of a land bank. The Act also includes provisions for the establishment of Agrarian Tribunals and repeals the Agrarian Services Act, No. 58 of 1979. It aims to set a national policy regarding the rights of tenant cultivators and the use of agricultural land.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Section 2 requires that if the owner of paddy land wishes to sell the land, they must first offer the land to the tenant cultivator. The offer is made in writing and sent by registered post, stating the price at which the land is being offered for sale. The owner must also send a copy of this offer to the Agrarian Development Council in the relevant jurisdiction. The section aims to prioritize the rights of tenant cultivators in land transactions.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Section 3 allows tenant cultivators to transfer or cede their rights to the land to the landlord or owner. Before doing so, they must notify the Farmers’ Organisation and the Agrarian Development Council in writing. The transfer must be notarized, and a copy of the notarial transfer must be sent to the relevant authorities. This section ensures that the transfer of rights follows a formal process and involves appropriate legal authorities.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Section 4 provides an exemption for paddy land owned by temples from tenant cultivator rights under specific conditions. If a temple owns up to two acres of paddy land cultivated by tenant cultivators, the Viharadipathi or trustee can apply to the Commissioner-General for exemption from certain provisions of the Act. However, tenant cultivators are given an opportunity to make representations before an exemption is granted. The exemption also includes the possibility of eviction if the tenant cultivator fails to vacate the land upon order, and compensation is required before eviction.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Section 5 defines the maximum extent of paddy land that a tenant cultivator is allowed to manage, which is set at five acres. This applies to the tenant cultivator’s spouse or child (under 18 years of age) as well. The section also allows the Minister to adjust the extent of land a cultivator can manage within a district. If a tenant cultivator owns at least five acres of land, they may lose their rights to tenant cultivator privileges.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Section 6 covers lease agreements for paddy lands. If someone leases out land, whether by oral or written agreement, they are considered the tenant cultivator if they are cultivating the land and are citizens of Sri Lanka. If there are multiple people cultivating the land jointly or in rotation, each person is considered a tenant cultivator for the duration they are actively cultivating the land. This section also addresses the applicability of these rules in case of new agreements after the Act comes into force, clarifying the conditions for tenant cultivators under these agreements.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This act regulates tenant cultivators rights, including the process for eviction, and outlines the legal provisions surrounding the use and occupation of paddy land. It defines tenancy rights and restrictions, details eviction procedures, and specifies compensation for evicted tenants.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Tenants have the right to occupy and use paddy land under specific conditions. They cannot be evicted arbitrarily, and rents are capped as per the Act. Any interference with their rights is prohibited.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"A tenant can report eviction within six months. If eviction is proven, the Agrarian Tribunal orders the restoration of land to the tenant and ensures the landlord vacates any illegal occupant. If not adhered to, eviction procedures are initiated, with penalties for non-compliance.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Tenants can appeal decisions made by the Agrarian Tribunal in the Court of Appeal on a legal question. If no appeal is made, the Tribunals decision is final. The process ensures transparency and provides legal recourse for tenants facing eviction.'),"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"The Act provides regulations for the leasing of paddy land to sub-tenant cultivators. It specifies the conditions under which sub-tenants gain tenancy rights and the requirements for landlords, such as written consent, and the notification to the Agrarian Development Council."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Tenant rights are protected even if the land is sold, transferred, or inherited. The Act prohibits the sequestration, seizure, or sale of tenant rights in the case of a landlord’s financial troubles or court decrees, ensuring security of tenure for tenants"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Tenant cultivators’ rights are safeguarded in the case of land sale, inheritance, or legal disputes involving the landowner. Their rights to occupy and cultivate the land cannot be seized or disrupted by such legal or ownership changes."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This Act focuses on land-related issues in Sri Lanka, particularly for tenant cultivators on paddy lands. It covers eviction procedures, disputes between landlords and tenants, and the determination of rent in kind (paddy) or in money. It aims to regulate the relationship between landlords and tenants in agricultural settings, especially in the context of paddy cultivation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section outlines the procedure for eviction when a tenant cultivator fails to vacate land after being ordered by the Commissioner-General. If the tenant fails to comply, a written report is presented to the Magistrate’s Court, which then issues an order for eviction. The Fiscal or peace officer is authorized to execute the eviction order, using necessary force."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section explains how the Commissioner-General is responsible for determining the rent for tenant cultivators. It specifies the amount of paddy or the equivalent monetary value that tenants must pay for using the land during each cultivation season. The rent is based on various factors, such as land area and local agricultural conditions."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section specifies the legal consequences if a tenant fails to pay the determined rent. It allows for the termination of the tenancy if the tenant does not pay rent after a notice is issued. It also includes eviction procedures if rent remains unpaid, with provisions for the return of the land to the rightful owner or authority."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section outlines the conditions for when rent becomes due for paddy cultivation. Rent must be paid on or before the fifteenth day after the harvesting of the crop. If rent is not paid by this deadline, it becomes overdue, and penalties can be applied."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Tenant cultivators are required to notify both their landlord and the Agrarian Development Council of their intended dates for harvesting and removing paddy from the land. This notification ensures proper coordination and reduces conflicts regarding the harvest process. Failing to notify as required constitutes an offence under this Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"outlines the procedures for payment of rent for paddy lands. The tenant cultivator pays rent to the landlord or an authorized agent, either directly or through the Agrarian Development Council (ADC). It details the steps to follow when there are multiple landlords, disputes, or no designated rent collector, with provisions for the ADC to collect rent if necessary. The ADC is responsible for transmitting the rent and ensuring it is paid to the correct parties."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"describes how the rent is handled by the Agrarian Development Council if it is paid through them. The ADC must transmit the rent, either in money or in paddy, to the landlord or their agent. It also describes the procedure for handling unpaid rent, including selling the paddy and forwarding the proceeds. Any unclaimed funds are eventually deposited into the Agrarian Development Fund after one year."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"stipulates that landlords must provide a receipt when they receive rent from a tenant. This receipt should include prescribed details, and failure to comply with this provision is considered an offense under the Act."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"mandates that rent in arrears should be subject to simple interest at a prescribed rate, ensuring landlords are compensated for delayed payments."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"allows landlords to apply to the Commissioner-General to recover rent arrears or interest. If the tenant fails to pay within the prescribed period, the amount may be recovered through the Magistrates Court. The section also provides that the decision of the Agrarian Tribunal is considered prima facie evidence"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"addresses the possibility of landlords requesting exemption from the provisions of Section 6, which typically applies to tenant cultivators. The exemption requires the landlord to pay compensation to the tenant, calculated based on the potential yield of the land."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"explains that if a tenant cultivator does not purchase the land within two years of the Acts commencement, the land may be acquired under the Land Acquisition Act. The land will be transferred to the Land Bank, and tenants will receive compensation according to Section 19."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,requires both landlords and tenant cultivators to submit information about the extent of their paddy lands to the Commissioner-General. This section also addresses the penalties for failure to comply with this information reporting requirement.
